civil_status,dob,name,occupation,party,political_career,religion
 : Married, : 19-05-1943,"Hon. Bakmeewewa, Nihal Yasendra, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 15-07-1937,"Hon. Balalle, Tissa Reginald, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married,,"Hon. Athulathmudali, Don Daniel, M.P.",,Independent (Ind),, : Buddhism
 : Married, : 19-09-1931,"Hon. ATHAUDA SENEVIRATNE, M.P.,, M.P.", : Teacher,United People's Freedom Alliance(UPFA),, : Buddhism
 : Married, : 29-04-1933,"Hon. (Dr.) Atapattu, Ranjith Kaniska Parakrama, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 17-09-1899,"Hon. Atapattu, Don Peter, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 19-05-1955,"Hon. MOHAMED ASLAM, M.P., , M.P.", : Businessman,United National Party (UNP),, : Islam
 : Married, : 23-10-1948,"Hon. Ashraff, Mohamed Hussein Mohamed, M.P.",,Sri Lanka Muslim Congress (SLMC),, : Islam
,,"Hon. Asenkudhoos, Seinudin Marikkar, M.P.",,Sri Lanka Freedom Party(SLFP),, : Islam
 : Single, : 03-12-1974,"Hon. R. DUMINDHA SILVA, M.P.,, M.P.", : Businessman,United People's Freedom Alliance(UPFA),"Provincial Council Member (Elected with highest preferential votes in 2004 and 2009) since 2004; 
 Chief Organiser (SLFP) for Kolonnawa Electorate; 
Elected to the Parliament at the 2010 General Elections with the 2nd highest preferential votes from the Colombo District contesting from UPFA.", : Roman Catholicism
 : Married, : 08-11-1957,"Hon.  KANDIAH PREMACHANDRAN, M.P.,, M.P.",,Illankai Tamil Arasu Kadchi (ITAK),, : Hindu
 : Married, : 18-02-1909,"Hon. Arulampalam, Chinnaiah, M.P.",,Tamil Congress (TC),,
, : 26-05-1917,"Hon. Ariyatilleke, Piyadigamage Gamini, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 01-02-1955,"Hon. P.ARIYANETHRAN,M.P.,, M.P.",,Illankai Tamil Arasu Kadchi (ITAK),, : Hindu
 : Married, : 29-08-1918,"Hon. Ariyadasa, Weligama Polwatta Galappathige, M.P.",,Sri Lanka Freedom Party(SLFP),, : Buddhism
, : 11-04-1914,"Hon. Arambewala, Don Sugathadasa de Silva, M.P.",,United National Party (UNP),,
 : Married, : 04-06-1940,"Hon. Ariyadasa, Dissanayake Mudiyanselage, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 24-07-1949,"Hon. Ariyaratne, Dissanayake Mudiyanselage, M.P.", : Politician,United National Party (UNP),, : Buddhism
 : Married, : 01-07-1942,"Hon. SARATH KUMARA GUNARATNE, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),, : Roman Catholicism
 : Married, : 20-11-1953,"Hon. C.A. SURIYAARACHCHI, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),"MemberShip of Socialist Student Front 1973; 
1999 to 2004 Provincial Council Member.", : Buddhism
 : Married, : 15-12-1969,"Hon. NIMAL WIJESINGHE, M.P., , M.P.", : Businessman.,United National Party (UNP),Member - North Western Provincial Council 2009.02.14, : Buddhism
 : Married, : 21-11-1940,"Hon. JAGATH  BALASURIYA, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),Contested for the Electorate of Galigamuwa 1977;Mayor - District of Kegalle 1979;Leader of the Opposition;Member - Sabaragamuwa Provincial Council -1989; Member of Parliament for Kegalle 1989 - 2000, : Buddhism
 : Married, : 15-10-1955,"Hon. (Dr.) ROHANA PUSHPA KUMARA, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),"Minister of Health, Nutritional, Social Welfare, Probation and Child Protection 2004 - 2009 , Uva Provincial Council; Chairman - Uva Provincial Council - 2009", : Buddhism
, : 09-01-1930,"Hon. Appuhamy, Ratnayake Mudiyanselage, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Widower, : 19-12-1933,"Hon. A. VINAYAGAMOORTHY, M.P, M.P.", : Attorney-at-Law and Notary Public.,Illankai Tamil Arasu Kadchi (ITAK),, : Hindu
 : Married, : 29-01-1949,"Hon. VICTOR ANTONY, M.P., , M.P.", : Businessman,United People's Freedom Alliance(UPFA),"Leader of the Opposition - Chillaw Pradesheeya Sabha 1991; Member - North Western Provincial Council 1994; Leader of the House - North Western Provincial Council; Minister of Fisheries and Co-operatives -North Western Provincial Council  -2000;Minister of Fisheries and Co-operatives -North Western Provincial Council  -2002; Minister of Fisheries, Co-operatives, Rural Industries and Rural Development North Western Provincial Council 2004 - 2008;Leader of the House 2009 -2010.", : Roman Catholicism
 : Married, : 27-09-1969,"Hon.  A. M. CHAMIKA BUDDHADASA, M.P.,, M.P.", : Businessman,United People's Freedom Alliance(UPFA),, : Buddhism
 : Married, : 14-04-1966,"Hon. DAYASRITHA THISSERA, M.P.,, M.P.", : Businessman,United People's Freedom Alliance(UPFA),Peoples' Alliance candidate -Puttalam District in 1994 General Election.; North Western Provincial Council Member in 1999., : Roman Catholicism
,,"Hon. Annamalay, Veloo, M.P.",,,,
,,"Hon. Anantham, Seemanpillai Mudaliyar, M.P.",,Independent (Ind),,
 : None,,"Hon. Amaratunga, John Edmund, M.P.",,United National Party (UNP),,
 : Married, : 03-02-1914,"Hon. Amit, Mohamed Hassim, M.P.",,United National Party (UNP),, : Islam
 : Married, : 26-08-1927,"Hon. Amirthalingam, Appapillai, M.P.",,Tamil United Liberation Front (TULF),, : Hindu
 : Married, : 17-06-1907,"Hon. Amarasuriya, Thomas, M.P.",,,,
 : Married, : 17-10-1904,"Hon. Amarasuriya, Henry Woodward, M.P.",,United National Party (UNP),,
 : Married, : 04-06-1960,"Hon. Amarasiri, Matharage Upali Sarath Dunstan, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 05-09-1925,"Hon. Amarasiri, Matarage Sirisena, M.P.",,United National Party (UNP),, : Buddhism
 : Single, : 16-12-1958,"Hon. WIJAYA DAHANAYAKE, M.P.,, M.P.", : Landed Propriotor,United People's Freedom Alliance(UPFA),, : Buddhism
 : Married, : 18-10-1942,"Hon. Amarasiri Dodangoda, M.P.", : Attorney-at-Law,United People's Freedom Alliance(UPFA),"Member of Parliament - 1983

Chief Minister - South Provincial council - 1993, 1994", : Buddhism
 : Married, : 20-12-1926,"Hon. Alick Aluvihare, M.P.", : Planter; Businessman,United National Party (UNP),Started Politics in 1947 as a Mayor of Matale. Member of the Working Committee of UNP since 1970, : Buddhism
 : Married, : 27-09-1945,"Hon. (Mrs.) Amarakeerthi, Dayawathie Wimalasundara, M.P.",,Sri Lanka Freedom Party(SLFP),"Secretary - Electoral Women's politi bureau (1986 - 1987).
Vice Chairman - Electoral politi bureau ( From 1992 June)", : Buddhism
 : Married, : 06-04-1902,"Hon. Aluvihare, Udawalawwe Bernard Herbert, M.P.",,United National Party (UNP),,
, : 17-08-1920,"Hon. Aluthgamage, Meetalawe Simon, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 01-10-1952,"Hon. Alawi, Ahamed Hassan Mohamed, M.P.",,United National Party (UNP),, : Islam
 : Married, : 19-03-1903,"Hon. Alegacone, Vraspillai Albert, M.P.",,Federal Party (FP),,
 : Married, : 27-12-1924,"Hon. Alawathuwala, Somaweera Wijesinghe, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 03-11-1940,"Hon. Alahakoon, Upali Somasiri, M.P.", : Businessman,Sri Lanka Freedom Party(SLFP),"SLFP Chief Organizer for Biyagama Electorate 1982- 1994;
Western Province Council member 1993.05.18-1993.11.10;
Member of Parliament from 1993.11.11", : Buddhism
 : None,,"Hon. Alcock, Norman Charles, M.P.",,,,
,,"Hon. Alaalasuntharam, Arumugam Murugesu, M.P.",,Tamil United Liberation Front (TULF),,
 : Married,,"Hon. Akurugoda, Sepala, M.P.",,United National Party (UNP),, : Buddhism
, : 20-02-1927,"Hon. Ahamed, Mohamed Cassim, M.P.",,Sri Lanka Freedom Party(SLFP),, : Islam
, : 12-10-1913,"Hon. Ahambaram, Thambiah, M.P.",,Federal Party (FP),,
 : Married, : 27-06-1973,"Hon. AJITH KUMARA, M.P.,, M.P.", : Attorney-at-Law,Democratic National Alliance (DNA),"1997 Habaraduwa Pradeshiyasaba Member;
1999 Provincial Council Member  Southern Provincial Council;
President of ""Tsunami Pioneer's Collective"";", : Buddhism
 : Single, : 19-12-1965,"Hon. Adikari, Janak Mahendra, M.P.",,People's Alliance (PA),, : Buddhism
 : Married, : 18-04-1940,"Hon. Ahamed Fareeth, Meera Lebbe, M.P.",,United National Party (UNP),, : Islam
 : Married, : 24-11-1935,"Hon. Adikari, Adikari Mudiyanselage Somapala, M.P.",,United National Party (UNP),"Chairman Villege Council Kalagam Korale South in Anuradhapura district - 1956 - 1971.
Unsuccessfully contested Kalawewa Electorate through U.N.P. ticket in 1965 & 1970.
Elected to Parliament in 1974 by election.
Elected to Parliament again in 1977, 1989 and 1994 general elections.
Deputy Minister of Irrigation, Power & Highways - 23.07.1977.
Deputy Minister of  Lands & Land development - 14.09.1978
Minister of Tourism - 18.02.1989 , Minister of Reconstruction, Rehbilitations & Social Welfare - 30.03.1990
Minister of Posts& Telecommunications - 14.03.1991
A Member of the Working committee of the U.N.P. since 1974.
Elected as a opposition M.P. representing the U.N.P. from Anuradhapura district.", : Buddhism
 : Married, : 26-07-1973,"Hon. ACHALA JAGODAGE, M.P.,, M.P.",,United People's Freedom Alliance(UPFA),-, : Buddhism
, : 31-03-1912,"Hon. Abubucker, Abdul Razak Alim Mohamed, M.P.",,United National Party (UNP),, : Islam
 : Married, : 08-02-1941,"Hon. (Alhaj) Abu Bakr, Sellathurai Sundaramoorthy Mohamed, M.P.", : Teacher,Sri Lanka Muslim Congress (SLMC),"Founder Member of SLMC from 29/11/1986, Deputy Leader and the Chief Organiser (SLMC) for Northern Province 1989", : Islam
, : 26-12-1920,"Hon. Adikari, Adikari Mudiyanselage Appuhamy, M.P.",,Sri Lanka Freedom Party(SLFP),,
 : Married, : 02-09-1920,"Hon. Aboosally, Mohamed Lebbe Marikkar, M.P.", : Planter,United National Party (UNP),"UNP Organizer Balangoda Electorate from 1960; Member Balangoda Urban Council; Chairman Balangoda Urban Council; Contested Balangoda electorate for UNP 1960,1965,1966,1977 & 1989", : Islam
 : Married, : 01-11-1920,"Hon. (Mrs.) Abhayavardhana, Kusala Vichitra, M.P.",,Lanka Sama Samaja Party (LSSP),,
 : Married, : 05-02-1928,"Hon. Abeywickrema, Sumanadasa, M.P.",,United National Party (UNP),, : Buddhism
,,"Hon. Abeywickrema, Simon, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 22-01-1915,"Hon. Abeyagoonasekera, George Hector, M.P.",,United National Party (UNP),,
,,"Hon. Abeyagoonasekera, Edwin Wilfred, M.P.",,LabourParty (LP),,
 : Married, : 04-12-1940,"Hon. Abdul Majeed, Seid Ahamed, M.P.", : Businessman,United National Party (UNP),"1960- Village Council Chairman, Divulana at Polonnaruwa", : Islam
 : Married, : 06-09-1955,"Hon. (Mrs.) ANJAN UMMA, M.P.", : Teacher,United People's Freedom Alliance(UPFA),Full time Politics, : Islam
 : Married, : 22-04-1952,"Hon. (Dr.) A. R. A. Hafeez, M.P.", : Medical Practitioner,United National Party (UNP),, : Islam
 : Married, : 20-12-1935,"Hon. Abeywickrema, Keerthisena Chandradasa, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 15-10-1926,"Hon. Abdul Majeed, Mohamedali Ahamed, M.P.", : Farming,United National Party (UNP),"Elected uncontested for Ward 1 Sammanthurai T.C. 1954-1960; Elected uncontested for Ward 4 of Sammanthurai T.C. 1957; Elected Chairman T.C. , Sammanthurai 1954- 1960;Parliamentary member up to 1994", : Islam
, : 31-05-1919,"Hon. Abdul Majeed, Mohamed Ismailebbe Mohamed, M.P.",,Independent (Ind),"Contested for Pottuvil as an Independent candidate in 1956 General Election, defeated; 1960 March contested for Nintavur, selected; again in 1960 July", : Islam
, : 15-11-1932,"Hon. Abdul Majeed, Abdul Latiff, M.P.",,Sri Lanka Freedom Party(SLFP),, : Islam
 : Married, : 01-01-1957,"Hon. Abdul Majeed, Mohamed Najeeb, M.P.",,Sri Lanka Muslim Congress (SLMC),1994-SLFP; 2000-SLFP; 2004-SLMC, : Islam
 : Married, : 20-03-1907,"Hon. Abdul Caffoor, Mohamed Falil, M.P.",,United National Party (UNP),, : Islam
 : Married, : 06-09-1971,"Hon. Abayakoon, Dimuthu Bandara, M.P.",,United People's Freedom Alliance(UPFA),"Chairman, District Bala Mandalaya, Kandy; MP of The Central Provincial Council", : Buddhism
,,"Hon. Abayagoonasekera, Ahangama Withanage Oswin Nandimithra, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 30-10-1936,"Hon. (Alhaj) A.R.M. ABDUL CADER, M.P.", : Businessman,United National Party (UNP),"Active politics from 1958 todate;Minister of Provincial Council -Central Province, Kandy; MP for Mahanuwara Electorate.", : Islam
 : Married, : 08-02-1937,"Hon. (Alhaj) A.H.M. AZWER, M.P.", : Teacher/Journalist,United People's Freedom Alliance(UPFA),, : Islam
 : Married, : 06-10-1957,"Hon. A.L.M. ATHAULLA, M.P.", : Trained Teacher,United People's Freedom Alliance(UPFA),, : Islam
 : Married, : 03-04-1963,"Hon. A.P. JAGATH PUSHPAKUMARA, M.P.", : Politician,United People's Freedom Alliance(UPFA),Elected as a Member of Parliament in 1994; Deputy Minister of Livestock and State Infrastructure 1997 - 1999; Deputy Minister  Mahaweli Development 1999 - 2000; Deputy Minister  Samurdhi and Poverty Alleviation 2004 - 2005; Deputy Miniaster  agriculture 2005 / 08-2005/11, : Buddhism
 : Married, : 06-03-1947,"Hon. M. K. A. D. S. Gunawardana, M.P.", : Farming,United National Party (UNP),All Political Affairs., : Buddhism
 : None,,"Hon. Premaratne, Ediriweera, M.P.",,,,
 : Married, : 05-08-1952,"Hon. Premaratne, Don Siman Ralalage Shantha, M.P.",,People's Alliance (PA),,
 : Married, : 06-05-1968,"Hon. Premathiratnae, Karunamuni Lalin Olitha de Silva, M.P.",,United National Party (UNP),Member of Western Provincial Council - 1998,
 : Married, : 11-07-1947,"Hon. Zuhair, Mohamed Mohamed, M.P.", : Attorney-at-Law,,Nominated to the People's Allaince by the Sri Lanka Muslim Congress, : Islam
 : Married, : 14-04-1958,"Hon. Punchihewa, Santhakumara, M.P.",,United National Party (UNP),,
 : Married, : 07-08-1957,"Hon. Wljesinghe, Chandrasena Don, M.P.",,United People's Freedom Alliance(UPFA),Member of the Youth League of Communist Party from 1955 - 1977;  Joined the Janatha Vimukthi Peramuna in 1977;  Electoral Orginser of Hakmana and the Committee Member of the District of Matara in 1983; Taken into custody in 1988;  Functioned as a Member of the Polite Bureau of the JVP after the acquittal in 1994., : Buddhism
, : 14-10-1946,"Hon. Abeydeera, Harry, M.P.",,United National Party (UNP),, : Buddhism
 : Married, : 16-02-1951,"Hon. Abeyratne, Kapil, M.P.", : Attorney-at - Law,Sri Lanka Freedom Party(SLFP),"1.Coordinating Secretary of the S.L.F.P. -Ratnapura  District (from Jan. 1990)

2. Member - Municiple Council Ratnapura - 1979

3. Mayer - Municiple Counci Ratnapura - 1983

4. Member of Parliament - 1990", : Buddhism
 : Married, : 28-03-1922,"Hon. Neminathan, Balasubramaniam, M.P.",,Federal Party (FP),,
